     ksi;1.initialDensity;2.initialDensity;3.initialDensity;4.initialDensity;5.initialDensity;6.initialDensity;7.initialDensity;8.initialDensity;     tau;1.inputFlow;1.bunkerOutputFlow; 1.speed;2.inputFlow; 2.speed; 3.speed;4.inputFlow; 4.speed;5.inputFlow; 5.speed; 6.speed;6.connections.7;6.connections.8; 7.speed; 8.speed
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.44000;    0.07299;           0.33664; 0.33664;    0.40204; 0.31585; 0.43338;    0.49133; 0.74857;    0.28119; 1.20338; 1.63397;        0.40000;        0.60000; 1.85197; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.46000;    0.06452;           0.34885; 0.34885;    0.41012; 0.32401; 0.40133;    0.43218; 0.64838;    0.38548; 1.05227; 1.51006;        0.40000;        0.60000; 1.86625; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.48000;    0.05645;           0.36165; 0.36165;    0.41502; 0.33692; 0.38164;    0.36420; 0.56243;    0.48466; 0.89605; 1.33207;        0.40000;        0.60000; 1.76323; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.50000;    0.04882;           0.37500; 0.37500;    0.41667; 0.35437; 0.37500;    0.29167; 0.49612;    0.56904; 0.75001; 1.12500;        0.40000;        0.60000; 1.56252; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.52000;    0.04165;           0.38884; 0.38884;    0.41502; 0.37608; 0.38164;    0.21913; 0.45362;    0.63033; 0.62843; 0.91793;        0.40000;        0.60000; 1.30232; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.54000;    0.03497;           0.40312; 0.40312;    0.41012; 0.40173; 0.40133;    0.15115; 0.43760;    0.66256; 0.54323; 0.73994;        0.40000;        0.60000; 1.03217; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.56000;    0.02882;           0.41778; 0.41778;    0.40204; 0.43089; 0.43338;    0.09201; 0.44906;    0.66256; 0.50274; 0.61603;        0.40000;        0.60000; 0.80347; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.58000;    0.02321;           0.43277; 0.43277;    0.39090; 0.46312; 0.47664;    0.04540; 0.48728;    0.63033; 0.51092; 0.56361;        0.40000;        0.60000; 0.65977; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.60000;    0.01817;           0.44802; 0.44802;    0.37688; 0.49789; 0.52958;    0.01428; 0.54986;    0.56904; 0.56698; 0.59003;        0.40000;        0.60000; 0.62842; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.62000;    0.01371;           0.46348; 0.46348;    0.36020; 0.53468; 0.59033;    0.00058; 0.63288;    0.48466; 0.66543; 0.69159;        0.40000;        0.60000; 0.71538; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.64000;    0.00985;           0.47908; 0.47908;    0.34113; 0.57288; 0.65674;    0.00517; 0.73110;    0.38548; 0.79662; 0.85401;        0.40000;        0.60000; 0.90411; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.66000;    0.00662;           0.49476; 0.49476;    0.31996; 0.61191; 0.72645;    0.02776; 0.83837;    0.28119; 0.94773; 1.05450;        0.40000;        0.60000; 1.15867; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.68000;    0.00401;           0.51047; 0.51047;    0.29704; 0.65115; 0.79700;    0.06693; 0.94794;    0.18200; 1.10395; 1.26489;        0.40000;        0.60000; 1.43062; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.70000;    0.00205;           0.52613; 0.52613;    0.27271; 0.68997; 0.86588;    0.12023; 1.05293;    0.09763; 1.24999; 1.45563;        0.40000;        0.60000; 1.66819; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.72000;    0.00074;           0.54169; 0.54169;    0.24737; 0.72777; 0.93066;    0.18430; 1.14674;    0.03633; 1.37157; 1.59993;        0.40000;        0.60000; 1.82615; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.74000;    0.00008;           0.55709; 0.55709;    0.22141; 0.76395; 0.98903;    0.25511; 1.22347;    0.00410; 1.45677; 1.67754;        0.40000;        0.60000; 1.87445; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.76000;    0.00008;           0.57226; 0.57226;    0.19525; 0.79793; 1.03894;    0.32822; 1.27831;    0.00410; 1.49726; 1.67754;        0.40000;        0.60000; 1.80389; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.78000;    0.00074;           0.58714; 0.58714;    0.16930; 0.82919; 1.07862;    0.39904; 1.30780;    0.03633; 1.48908; 1.59993;        0.40000;        0.60000; 1.62790; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.80000;    0.00205;           0.60168; 0.60168;    0.14395; 0.85723; 1.10665;    0.46310; 1.31011;    0.09763; 1.43302; 1.45563;        0.40000;        0.60000; 1.37997; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.82000;    0.00401;           0.61582; 0.61582;    0.11963; 0.88161; 1.12204;    0.51640; 1.28507;    0.18200; 1.33457; 1.26489;        0.40000;        0.60000; 1.10731; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.84000;    0.00662;           0.62951; 0.62951;    0.09670; 0.90194; 1.12426;    0.55557; 1.23426;    0.28119; 1.20338; 1.05450;        0.40000;        0.60000; 0.86180; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.86000;    0.00985;           0.64268; 0.64268;    0.07554; 0.91790; 1.11322;    0.57817; 1.16089;    0.38548; 1.05227; 0.85401;        0.40000;        0.60000; 0.69019; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.88000;    0.01371;           0.65529; 0.65529;    0.05646; 0.92924; 1.08931;    0.58276; 1.06954;    0.48466; 0.89605; 0.69159;        0.40000;        0.60000; 0.62514; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.90000;    0.01817;           0.66728; 0.66728;    0.03979; 0.93579; 1.05338;    0.56906; 0.96598;    0.56904; 0.75001; 0.59003;        0.40000;        0.60000; 0.67902; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.92000;    0.02321;           0.67862; 0.67862;    0.02577; 0.93743; 1.00671;    0.53793; 0.85670;    0.63033; 0.62843; 0.56361;        0.40000;        0.60000; 0.84159; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.94000;    0.02882;           0.68925; 0.68925;    0.01463; 0.93415; 0.95094;    0.49133; 0.74857;    0.66256; 0.54323; 0.61603;        0.40000;        0.60000; 1.08190; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.96000;    0.03497;           0.69913; 0.69913;    0.00655; 0.92599; 0.88805;    0.43218; 0.64838;    0.66256; 0.50274; 0.73994;        0.40000;        0.60000; 1.35420; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.98000;    0.04165;           0.70823; 0.70823;    0.00164; 0.91308; 0.82027;    0.36420; 0.56243;    0.63033; 0.51092; 0.91793;        0.40000;        0.60000; 1.60667; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.00000;    0.04882;           0.71651; 0.71651;    0.00000; 0.89563; 0.75000;    0.29167; 0.49612;    0.56904; 0.56698; 1.12500;        0.40000;        0.60000; 1.79125; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.02000;    0.05645;           0.72393; 0.72393;    0.00164; 0.87392; 0.67973;    0.21913; 0.45362;    0.48466; 0.66543; 1.33207;        0.40000;        0.60000; 1.87281; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.04000;    0.06452;           0.73047; 0.73047;    0.00655; 0.84827; 0.61195;    0.15115; 0.43760;    0.38548; 0.79662; 1.51006;        0.40000;        0.60000; 1.83581; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.06000;    0.07299;           0.73609; 0.73609;    0.01463; 0.81911; 0.54906;    0.09201; 0.44906;    0.28119; 0.94773; 1.63397;        0.40000;        0.60000; 1.68731; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.08000;    0.08183;           0.74079; 0.74079;    0.02577; 0.78688; 0.49329;    0.04540; 0.48728;    0.18200; 1.10395; 1.68639;        0.40000;        0.60000; 1.45557; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.10000;    0.09100;           0.74454; 0.74454;    0.03979; 0.75211; 0.44662;    0.01428; 0.54986;    0.09763; 1.24999; 1.65997;        0.40000;        0.60000; 1.18470; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.12000;    0.10048;           0.74732; 0.74732;    0.05646; 0.71532; 0.41069;    0.00058; 0.63288;    0.03633; 1.37157; 1.55841;        0.40000;        0.60000; 0.92626; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.14000;    0.11021;           0.74912; 0.74912;    0.07554; 0.67712; 0.38678;    0.00517; 0.73110;    0.00410; 1.45677; 1.39599;        0.40000;        0.60000; 0.72944; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.16000;    0.12017;           0.74995; 0.74995;    0.09670; 0.63809; 0.37574;    0.02776; 0.83837;    0.00410; 1.49726; 1.19550;        0.40000;        0.60000; 0.63171; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.18000;    0.13031;           0.74978; 0.74978;    0.11963; 0.59885; 0.37796;    0.06693; 0.94794;    0.03633; 1.48908; 0.98511;        0.40000;        0.60000; 0.65167; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.20000;    0.14059;           0.74863; 0.74863;    0.14395; 0.56003; 0.39335;    0.12023; 1.05293;    0.09763; 1.43302; 0.79437;        0.40000;        0.60000; 0.78552; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.22000;    0.15098;           0.74650; 0.74650;    0.16930; 0.52223; 0.42138;    0.18430; 1.14674;    0.18200; 1.33457; 0.65007;        0.40000;        0.60000; 1.00778; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.24000;    0.16143;           0.74339; 0.74339;    0.19525; 0.48605; 0.46106;    0.25511; 1.22347;    0.28119; 1.20338; 0.57246;        0.40000;        0.60000; 1.27615; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.26000;    0.17190;           0.73933; 0.73933;    0.22141; 0.45207; 0.51097;    0.32822; 1.27831;    0.38548; 1.05227; 0.57246;        0.40000;        0.60000; 1.53954; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.28000;    0.18235;           0.73432; 0.73432;    0.24737; 0.42081; 0.56934;    0.39904; 1.30780;    0.48466; 0.89605; 0.65007;        0.40000;        0.60000; 1.74782; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.30000;    0.19274;           0.72839; 0.72839;    0.27271; 0.39277; 0.63412;    0.46310; 1.31011;    0.56904; 0.75001; 0.79437;        0.40000;        0.60000; 1.86134; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.32000;    0.20302;           0.72155; 0.72155;    0.29704; 0.36839; 0.70300;    0.51640; 1.28507;    0.63033; 0.62843; 0.98511;        0.40000;        0.60000; 1.85849; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.34000;    0.21317;           0.71384; 0.71384;    0.31996; 0.34806; 0.77355;    0.55557; 1.23426;    0.66256; 0.54323; 1.19550;        0.40000;        0.60000; 1.73982; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.36000;    0.22312;           0.70529; 0.70529;    0.34113; 0.33210; 0.84326;    0.57817; 1.16089;    0.66256; 0.50274; 1.39599;        0.40000;        0.60000; 1.52792; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.38000;    0.23286;           0.69592; 0.69592;    0.36020; 0.32076; 0.90967;    0.58276; 1.06954;    0.63033; 0.51092; 1.55841;        0.40000;        0.60000; 1.26312; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.40000;    0.24233;           0.68579; 0.68579;    0.37688; 0.31421; 0.97042;    0.56906; 0.96598;    0.56904; 0.56698; 1.65997;        0.40000;        0.60000; 0.99581; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.42000;    0.25151;           0.67492; 0.67492;    0.39090; 0.31257; 1.02336;    0.53793; 0.85670;    0.48466; 0.66543; 1.68639;        0.40000;        0.60000; 0.77690; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.44000;    0.26035;           0.66336; 0.66336;    0.40204; 0.31585; 1.06662;    0.49133; 0.74857;    0.38548; 0.79662; 1.63397;        0.40000;        0.60000; 0.64803; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.46000;    0.26882;           0.65115; 0.65115;    0.41012; 0.32401; 1.09867;    0.43218; 0.64838;    0.28119; 0.94773; 1.51006;        0.40000;        0.60000; 0.63375; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.48000;    0.27689;           0.63835; 0.63835;    0.41502; 0.33692; 1.11836;    0.36420; 0.56243;    0.18200; 1.10395; 1.33207;        0.40000;        0.60000; 0.73677; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.50000;    0.28452;           0.62500; 0.62500;    0.41667; 0.35437; 1.12500;    0.29167; 0.49612;    0.09763; 1.24999; 1.12500;        0.40000;        0.60000; 0.93748; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.52000;    0.29169;           0.61116; 0.61116;    0.41502; 0.37608; 1.11836;    0.21913; 0.45362;    0.03633; 1.37157; 0.91793;        0.40000;        0.60000; 1.19768; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.54000;    0.29836;           0.59688; 0.59688;    0.41012; 0.40173; 1.09867;    0.15115; 0.43760;    0.00410; 1.45677; 0.73994;        0.40000;        0.60000; 1.46783; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.56000;    0.30451;           0.58222; 0.58222;    0.40204; 0.43089; 1.06662;    0.09201; 0.44906;    0.00410; 1.49726; 0.61603;        0.40000;        0.60000; 1.69653; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.58000;    0.31012;           0.56723; 0.56723;    0.39090; 0.46312; 1.02336;    0.04540; 0.48728;    0.03633; 1.48908; 0.56361;        0.40000;        0.60000; 1.84023; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.60000;    0.31517;           0.55198; 0.55198;    0.37688; 0.49789; 0.97042;    0.01428; 0.54986;    0.09763; 1.43302; 0.59003;        0.40000;        0.60000; 1.87158; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.62000;    0.31963;           0.53652; 0.53652;    0.36020; 0.53468; 0.90967;    0.00058; 0.63288;    0.18200; 1.33457; 0.69159;        0.40000;        0.60000; 1.78462; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.64000;    0.32348;           0.52092; 0.52092;    0.34113; 0.57288; 0.84326;    0.00517; 0.73110;    0.28119; 1.20338; 0.85401;        0.40000;        0.60000; 1.59589; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.66000;    0.32672;           0.50524; 0.50524;    0.31996; 0.61191; 0.77355;    0.02776; 0.83837;    0.38548; 1.05227; 1.05450;        0.40000;        0.60000; 1.34133; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.68000;    0.32932;           0.48953; 0.48953;    0.29704; 0.65115; 0.70300;    0.06693; 0.94794;    0.48466; 0.89605; 1.26489;        0.40000;        0.60000; 1.06938; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.70000;    0.33128;           0.47387; 0.47387;    0.27271; 0.68997; 0.63412;    0.12023; 1.05293;    0.56904; 0.75001; 1.45563;        0.40000;        0.60000; 0.83181; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.72000;    0.33259;           0.45831; 0.45831;    0.24737; 0.72777; 0.56934;    0.18430; 1.14674;    0.63033; 0.62843; 1.59993;        0.40000;        0.60000; 0.67385; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.74000;    0.33325;           0.44291; 0.44291;    0.22141; 0.76395; 0.51097;    0.25511; 1.22347;    0.66256; 0.54323; 1.67754;        0.40000;        0.60000; 0.62555; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.76000;    0.33325;           0.42774; 0.42774;    0.19525; 0.79793; 0.46106;    0.32822; 1.27831;    0.66256; 0.50274; 1.67754;        0.40000;        0.60000; 0.69611; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.78000;    0.33259;           0.41286; 0.41286;    0.16930; 0.82919; 0.42138;    0.39904; 1.30780;    0.63033; 0.51092; 1.59993;        0.40000;        0.60000; 0.87210; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.80000;    0.33128;           0.39832; 0.39832;    0.14395; 0.85723; 0.39335;    0.46310; 1.31011;    0.56904; 0.56698; 1.45563;        0.40000;        0.60000; 1.12003; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.82000;    0.32932;           0.38418; 0.38418;    0.11963; 0.88161; 0.37796;    0.51640; 1.28507;    0.48466; 0.66543; 1.26489;        0.40000;        0.60000; 1.39269; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.84000;    0.32672;           0.37049; 0.37049;    0.09670; 0.90194; 0.37574;    0.55557; 1.23426;    0.38548; 0.79662; 1.05450;        0.40000;        0.60000; 1.63820; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.86000;    0.32348;           0.35732; 0.35732;    0.07554; 0.91790; 0.38678;    0.57817; 1.16089;    0.28119; 0.94773; 0.85401;        0.40000;        0.60000; 1.80981; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.88000;    0.31963;           0.34471; 0.34471;    0.05646; 0.92924; 0.41069;    0.58276; 1.06954;    0.18200; 1.10395; 0.69159;        0.40000;        0.60000; 1.87486; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.90000;    0.31517;           0.33272; 0.33272;    0.03979; 0.93579; 0.44662;    0.56906; 0.96598;    0.09763; 1.24999; 0.59003;        0.40000;        0.60000; 1.82098; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.92000;    0.31012;           0.32138; 0.32138;    0.02577; 0.93743; 0.49329;    0.53793; 0.85670;    0.03633; 1.37157; 0.56361;        0.40000;        0.60000; 1.65841; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.94000;    0.30451;           0.31075; 0.31075;    0.01463; 0.93415; 0.54906;    0.49133; 0.74857;    0.00410; 1.45677; 0.61603;        0.40000;        0.60000; 1.41810; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.96000;    0.29836;           0.30087; 0.30087;    0.00655; 0.92599; 0.61195;    0.43218; 0.64838;    0.00410; 1.49726; 0.73994;        0.40000;        0.60000; 1.14580; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ; 4.98000;    0.29169;           0.29177; 0.29177;    0.00164; 0.91308; 0.67973;    0.36420; 0.56243;    0.03633; 1.48908; 0.91793;        0.40000;        0.60000; 0.89333; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.00000;    0.28452;           0.28349; 0.28349;    0.00000; 0.89563; 0.75000;    0.29167; 0.49612;    0.09763; 1.43302; 1.12500;        0.40000;        0.60000; 0.70875; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.02000;    0.27689;           0.27607; 0.27607;    0.00164; 0.87392; 0.82027;    0.21913; 0.45362;    0.18200; 1.33457; 1.33207;        0.40000;        0.60000; 0.62719; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.04000;    0.26882;           0.26953; 0.26953;    0.00655; 0.84827; 0.88805;    0.15115; 0.43760;    0.28119; 1.20338; 1.51006;        0.40000;        0.60000; 0.66419; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.06000;    0.26035;           0.26391; 0.26391;    0.01463; 0.81911; 0.95094;    0.09201; 0.44906;    0.38548; 1.05227; 1.63397;        0.40000;        0.60000; 0.81269; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.08000;    0.25151;           0.25921; 0.25921;    0.02577; 0.78688; 1.00671;    0.04540; 0.48728;    0.48466; 0.89605; 1.68639;        0.40000;        0.60000; 1.04443; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.10000;    0.24233;           0.25546; 0.25546;    0.03979; 0.75211; 1.05338;    0.01428; 0.54986;    0.56904; 0.75001; 1.65997;        0.40000;        0.60000; 1.31530; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.12000;    0.23286;           0.25268; 0.25268;    0.05646; 0.71532; 1.08931;    0.00058; 0.63288;    0.63033; 0.62843; 1.55841;        0.40000;        0.60000; 1.57374; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.14000;    0.22312;           0.25088; 0.25088;    0.07554; 0.67712; 1.11322;    0.00517; 0.73110;    0.66256; 0.54323; 1.39599;        0.40000;        0.60000; 1.77056; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.16000;    0.21317;           0.25005; 0.25005;    0.09670; 0.63809; 1.12426;    0.02776; 0.83837;    0.66256; 0.50274; 1.19550;        0.40000;        0.60000; 1.86829; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.18000;    0.20302;           0.25022; 0.25022;    0.11963; 0.59885; 1.12204;    0.06693; 0.94794;    0.63033; 0.51092; 0.98511;        0.40000;        0.60000; 1.84833; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.20000;    0.19274;           0.25137; 0.25137;    0.14395; 0.56003; 1.10665;    0.12023; 1.05293;    0.56904; 0.56698; 0.79437;        0.40000;        0.60000; 1.71448; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.22000;    0.18235;           0.25350; 0.25350;    0.16930; 0.52223; 1.07862;    0.18430; 1.14674;    0.48466; 0.66543; 0.65007;        0.40000;        0.60000; 1.49222; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.24000;    0.17190;           0.25661; 0.25661;    0.19525; 0.48605; 1.03894;    0.25511; 1.22347;    0.38548; 0.79662; 0.57246;        0.40000;        0.60000; 1.22385; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.26000;    0.16143;           0.26067; 0.26067;    0.22141; 0.45207; 0.98903;    0.32822; 1.27831;    0.28119; 0.94773; 0.57246;        0.40000;        0.60000; 0.96046; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.28000;    0.15098;           0.26568; 0.26568;    0.24737; 0.42081; 0.93066;    0.39904; 1.30780;    0.18200; 1.10395; 0.65007;        0.40000;        0.60000; 0.75218; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.30000;    0.14059;           0.27161; 0.27161;    0.27271; 0.39277; 0.86588;    0.46310; 1.31011;    0.09763; 1.24999; 0.79437;        0.40000;        0.60000; 0.63866; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.32000;    0.13031;           0.27845; 0.27845;    0.29704; 0.36839; 0.79700;    0.51640; 1.28507;    0.03633; 1.37157; 0.98511;        0.40000;        0.60000; 0.64151; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.34000;    0.12017;           0.28616; 0.28616;    0.31996; 0.34806; 0.72645;    0.55557; 1.23426;    0.00410; 1.45677; 1.19550;        0.40000;        0.60000; 0.76018; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.36000;    0.11021;           0.29471; 0.29471;    0.34113; 0.33210; 0.65674;    0.57817; 1.16089;    0.00410; 1.49726; 1.39599;        0.40000;        0.60000; 0.97208; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.38000;    0.10048;           0.30408; 0.30408;    0.36020; 0.32076; 0.59033;    0.58276; 1.06954;    0.03633; 1.48908; 1.55841;        0.40000;        0.60000; 1.23688; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.40000;    0.09100;           0.31421; 0.31421;    0.37688; 0.31421; 0.52958;    0.56906; 0.96598;    0.09763; 1.43302; 1.65997;        0.40000;        0.60000; 1.50419; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.42000;    0.08183;           0.32508; 0.32508;    0.39090; 0.31257; 0.47664;    0.53793; 0.85670;    0.18200; 1.33457; 1.68639;        0.40000;        0.60000; 1.72310; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.44000;    0.07299;           0.33664; 0.33664;    0.40204; 0.31585; 0.43338;    0.49133; 0.74857;    0.28119; 1.20338; 1.63397;        0.40000;        0.60000; 1.85197; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.46000;    0.06452;           0.34885; 0.34885;    0.41012; 0.32401; 0.40133;    0.43218; 0.64838;    0.38548; 1.05227; 1.51006;        0.40000;        0.60000; 1.86625; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.48000;    0.05645;           0.36165; 0.36165;    0.41502; 0.33692; 0.38164;    0.36420; 0.56243;    0.48466; 0.89605; 1.33207;        0.40000;        0.60000; 1.76323; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.50000;    0.04882;           0.37500; 0.37500;    0.41667; 0.35437; 0.37500;    0.29167; 0.49612;    0.56904; 0.75001; 1.12500;        0.40000;        0.60000; 1.56252; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.52000;    0.04165;           0.38884; 0.38884;    0.41502; 0.37608; 0.38164;    0.21913; 0.45362;    0.63033; 0.62843; 0.91793;        0.40000;        0.60000; 1.30232; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.54000;    0.03497;           0.40312; 0.40312;    0.41012; 0.40173; 0.40133;    0.15115; 0.43760;    0.66256; 0.54323; 0.73994;        0.40000;        0.60000; 1.03217; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.56000;    0.02882;           0.41778; 0.41778;    0.40204; 0.43089; 0.43338;    0.09201; 0.44906;    0.66256; 0.50274; 0.61603;        0.40000;        0.60000; 0.80347; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.58000;    0.02321;           0.43277; 0.43277;    0.39090; 0.46312; 0.47664;    0.04540; 0.48728;    0.63033; 0.51092; 0.56361;        0.40000;        0.60000; 0.65977; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.60000;    0.01817;           0.44802; 0.44802;    0.37688; 0.49789; 0.52958;    0.01428; 0.54986;    0.56904; 0.56698; 0.59003;        0.40000;        0.60000; 0.62842; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.62000;    0.01371;           0.46348; 0.46348;    0.36020; 0.53468; 0.59033;    0.00058; 0.63288;    0.48466; 0.66543; 0.69159;        0.40000;        0.60000; 0.71538; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.64000;    0.00985;           0.47908; 0.47908;    0.34113; 0.57288; 0.65674;    0.00517; 0.73110;    0.38548; 0.79662; 0.85401;        0.40000;        0.60000; 0.90411; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ; 5.66000;    0.00662;           0.49476; 0.49476;    0.31996; 0.61191; 0.72645;    0.02776; 0.83837;    0.28119; 0.94773; 1.05450;        0.40000;        0.60000; 1.15867; 1.26033
